camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/Patch_file_training-tumor-tumor_058.tif_reg_0_row_0_patch_0_x_50049_y_108502_tissue_0.628117561340332_metastatic_0.2001810073852539_w_1024_h_1024.png,camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/mask_file_training-tumor-tumor_058.tif_reg_0_row_0_patch_0_x_50049_y_108502_tissue_0.628117561340332_metastatic_0.2001810073852539_w_1024_h_1024.png,tumor
camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/Patch_file_training-tumor-tumor_058.tif_reg_1_row_0_patch_0_x_50024_y_108547_tissue_0.6240129470825195_metastatic_0.20005321502685547_w_1024_h_1024.png,camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/mask_file_training-tumor-tumor_058.tif_reg_1_row_0_patch_0_x_50024_y_108547_tissue_0.6240129470825195_metastatic_0.20005321502685547_w_1024_h_1024.png,tumor
camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/Patch_file_training-tumor-tumor_058.tif_reg_6_row_0_patch_0_x_42738_y_140875_tissue_0.4374666213989258_metastatic_0.20019054412841797_w_1024_h_1024.png,camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/mask_file_training-tumor-tumor_058.tif_reg_6_row_0_patch_0_x_42738_y_140875_tissue_0.4374666213989258_metastatic_0.20019054412841797_w_1024_h_1024.png,tumor
camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/Patch_file_training-tumor-tumor_058.tif_reg_6_row_0_patch_1_x_43762_y_140875_tissue_0.5739765167236328_metastatic_0.4112520217895508_w_1024_h_1024.png,camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/mask_file_training-tumor-tumor_058.tif_reg_6_row_0_patch_1_x_43762_y_140875_tissue_0.5739765167236328_metastatic_0.4112520217895508_w_1024_h_1024.png,tumor
camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/Patch_file_training-tumor-tumor_058.tif_reg_6_row_0_patch_2_x_44786_y_140875_tissue_0.8103170394897461_metastatic_0.2254810333251953_w_1024_h_1024.png,camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/mask_file_training-tumor-tumor_058.tif_reg_6_row_0_patch_2_x_44786_y_140875_tissue_0.8103170394897461_metastatic_0.2254810333251953_w_1024_h_1024.png,tumor
camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/Patch_file_training-tumor-tumor_058.tif_reg_6_row_0_patch_3_x_45810_y_140875_tissue_0.8213586807250977_metastatic_0.24069786071777344_w_1024_h_1024.png,camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/mask_file_training-tumor-tumor_058.tif_reg_6_row_0_patch_3_x_45810_y_140875_tissue_0.8213586807250977_metastatic_0.24069786071777344_w_1024_h_1024.png,tumor
camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/Patch_file_training-tumor-tumor_058.tif_reg_6_row_1_patch_0_x_41796_y_141899_tissue_0.35606861114501953_metastatic_0.20017051696777344_w_1024_h_1024.png,camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/mask_file_training-tumor-tumor_058.tif_reg_6_row_1_patch_0_x_41796_y_141899_tissue_0.35606861114501953_metastatic_0.20017051696777344_w_1024_h_1024.png,tumor
camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/Patch_file_training-tumor-tumor_058.tif_reg_6_row_1_patch_4_x_45892_y_141899_tissue_0.7002887725830078_metastatic_0.6693058013916016_w_1024_h_1024.png,camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/mask_file_training-tumor-tumor_058.tif_reg_6_row_1_patch_4_x_45892_y_141899_tissue_0.7002887725830078_metastatic_0.6693058013916016_w_1024_h_1024.png,tumor
camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/Patch_file_training-tumor-tumor_058.tif_reg_6_row_1_patch_5_x_46916_y_141899_tissue_0.7061080932617188_metastatic_0.5277175903320312_w_1024_h_1024.png,camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/mask_file_training-tumor-tumor_058.tif_reg_6_row_1_patch_5_x_46916_y_141899_tissue_0.7061080932617188_metastatic_0.5277175903320312_w_1024_h_1024.png,tumor
camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/Patch_file_training-tumor-tumor_058.tif_reg_6_row_1_patch_6_x_47940_y_141899_tissue_0.7513208389282227_metastatic_0.26915645599365234_w_1024_h_1024.png,camelyon16/w-1024xh-1024/metastatic-patches/training/tumor/tumor_058/mask_file_training-tumor-tumor_058.tif_reg_6_row_1_patch_6_x_47940_y_141899_tissue_0.7513208389282227_metastatic_0.26915645599365234_w_1024_h_1024.png,tumor
