train_39.bmp,train_39_anno.bmp,malignant
train_44.bmp,train_44_anno.bmp,malignant
train_25.bmp,train_25_anno.bmp,benign
train_49.bmp,train_49_anno.bmp,malignant
train_1.bmp,train_1_anno.bmp,malignant
train_13.bmp,train_13_anno.bmp,malignant
train_64.bmp,train_64_anno.bmp,benign
train_6.bmp,train_6_anno.bmp,benign
train_52.bmp,train_52_anno.bmp,benign
train_22.bmp,train_22_anno.bmp,benign
train_68.bmp,train_68_anno.bmp,malignant
train_21.bmp,train_21_anno.bmp,benign
train_24.bmp,train_24_anno.bmp,malignant
train_70.bmp,train_70_anno.bmp,malignant
train_83.bmp,train_83_anno.bmp,malignant
train_84.bmp,train_84_anno.bmp,benign
train_10.bmp,train_10_anno.bmp,malignant
train_71.bmp,train_71_anno.bmp,malignant
train_17.bmp,train_17_anno.bmp,malignant
train_5.bmp,train_5_anno.bmp,malignant
train_67.bmp,train_67_anno.bmp,benign
train_66.bmp,train_66_anno.bmp,malignant
train_20.bmp,train_20_anno.bmp,benign
train_57.bmp,train_57_anno.bmp,malignant
train_12.bmp,train_12_anno.bmp,benign
train_40.bmp,train_40_anno.bmp,malignant
train_56.bmp,train_56_anno.bmp,benign
train_65.bmp,train_65_anno.bmp,benign
train_36.bmp,train_36_anno.bmp,malignant
train_79.bmp,train_79_anno.bmp,benign
train_53.bmp,train_53_anno.bmp,benign
train_80.bmp,train_80_anno.bmp,benign
train_2.bmp,train_2_anno.bmp,benign
train_81.bmp,train_81_anno.bmp,malignant
train_78.bmp,train_78_anno.bmp,malignant
train_23.bmp,train_23_anno.bmp,malignant
train_28.bmp,train_28_anno.bmp,malignant
train_31.bmp,train_31_anno.bmp,malignant
train_35.bmp,train_35_anno.bmp,malignant
train_15.bmp,train_15_anno.bmp,benign
train_47.bmp,train_47_anno.bmp,benign
train_11.bmp,train_11_anno.bmp,malignant
train_27.bmp,train_27_anno.bmp,malignant
train_8.bmp,train_8_anno.bmp,benign
train_54.bmp,train_54_anno.bmp,malignant
train_37.bmp,train_37_anno.bmp,malignant
train_63.bmp,train_63_anno.bmp,benign
train_45.bmp,train_45_anno.bmp,benign
train_58.bmp,train_58_anno.bmp,malignant
train_38.bmp,train_38_anno.bmp,benign
train_19.bmp,train_19_anno.bmp,malignant
train_72.bmp,train_72_anno.bmp,benign
train_62.bmp,train_62_anno.bmp,benign
train_32.bmp,train_32_anno.bmp,benign
train_4.bmp,train_4_anno.bmp,benign
train_60.bmp,train_60_anno.bmp,malignant
train_77.bmp,train_77_anno.bmp,malignant
train_51.bmp,train_51_anno.bmp,benign
train_85.bmp,train_85_anno.bmp,benign
train_74.bmp,train_74_anno.bmp,malignant
train_3.bmp,train_3_anno.bmp,malignant
train_29.bmp,train_29_anno.bmp,malignant
train_41.bmp,train_41_anno.bmp,malignant
train_43.bmp,train_43_anno.bmp,malignant
train_26.bmp,train_26_anno.bmp,malignant
train_18.bmp,train_18_anno.bmp,malignant
train_34.bmp,train_34_anno.bmp,benign
