wsi file name,xml file name,x,y,Tissue percentage,Percentage of cancerous pixels,Tag of the patch
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,39698,148431,0.4714745415581597,0.20007832845052084,file_training-tumor-tumor_016.tif_reg_0_row_0_patch_0_x_39698_y_148431_tissue_0.4714745415581597_metastatic_0.20007832845052084_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,40466,148431,0.4015112982855903,0.2643280029296875,file_training-tumor-tumor_016.tif_reg_0_row_0_patch_1_x_40466_y_148431_tissue_0.4015112982855903_metastatic_0.2643280029296875_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,41234,148431,0.4103037516276042,0.4106004503038194,file_training-tumor-tumor_016.tif_reg_0_row_0_patch_2_x_41234_y_148431_tissue_0.4103037516276042_metastatic_0.4106004503038194_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,42002,148431,0.4522230360243056,0.4646250406901042,file_training-tumor-tumor_016.tif_reg_0_row_0_patch_3_x_42002_y_148431_tissue_0.4522230360243056_metastatic_0.4646250406901042_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,42770,148431,0.4242231580946181,0.4364301893446181,file_training-tumor-tumor_016.tif_reg_0_row_0_patch_4_x_42770_y_148431_tissue_0.4242231580946181_metastatic_0.4364301893446181_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,38565,149199,0.4286532931857639,0.2005615234375,file_training-tumor-tumor_016.tif_reg_0_row_1_patch_0_x_38565_y_149199_tissue_0.4286532931857639_metastatic_0.2005615234375_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,39333,149199,0.3883039686414931,0.8466644287109375,file_training-tumor-tumor_016.tif_reg_0_row_1_patch_1_x_39333_y_149199_tissue_0.3883039686414931_metastatic_0.8466644287109375_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,40101,149199,0.3162757025824653,1.0,file_training-tumor-tumor_016.tif_reg_0_row_1_patch_2_x_40101_y_149199_tissue_0.3162757025824653_metastatic_1.0_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,40869,149199,0.2800174289279514,1.0,file_training-tumor-tumor_016.tif_reg_0_row_1_patch_3_x_40869_y_149199_tissue_0.2800174289279514_metastatic_1.0_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,41637,149199,0.3191341824001736,1.0,file_training-tumor-tumor_016.tif_reg_0_row_1_patch_4_x_41637_y_149199_tissue_0.3191341824001736_metastatic_1.0_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,42405,149199,0.3198598225911458,1.0,file_training-tumor-tumor_016.tif_reg_0_row_1_patch_5_x_42405_y_149199_tissue_0.3198598225911458_metastatic_1.0_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,43173,149199,0.3728739420572917,1.0,file_training-tumor-tumor_016.tif_reg_0_row_1_patch_6_x_43173_y_149199_tissue_0.3728739420572917_metastatic_1.0_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,43941,149199,0.43487548828125,0.7000240749782987,file_training-tumor-tumor_016.tif_reg_0_row_1_patch_7_x_43941_y_149199_tissue_0.43487548828125_metastatic_0.7000240749782987_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,37953,149967,0.3648596869574653,0.20042249891493055,file_training-tumor-tumor_016.tif_reg_0_row_2_patch_0_x_37953_y_149967_tissue_0.3648596869574653_metastatic_0.20042249891493055_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,38721,149967,0.3089887830946181,0.9694807264539931,file_training-tumor-tumor_016.tif_reg_0_row_2_patch_1_x_38721_y_149967_tissue_0.3089887830946181_metastatic_0.9694807264539931_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,39489,149967,0.24048021104600695,1.0,file_training-tumor-tumor_016.tif_reg_0_row_2_patch_2_x_39489_y_149967_tissue_0.24048021104600695_metastatic_1.0_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,40257,149967,0.232818603515625,1.0,file_training-tumor-tumor_016.tif_reg_0_row_2_patch_3_x_40257_y_149967_tissue_0.232818603515625_metastatic_1.0_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,41025,149967,0.2135806613498264,1.0,file_training-tumor-tumor_016.tif_reg_0_row_2_patch_4_x_41025_y_149967_tissue_0.2135806613498264_metastatic_1.0_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,41793,149967,0.21267191569010416,1.0,file_training-tumor-tumor_016.tif_reg_0_row_2_patch_5_x_41793_y_149967_tissue_0.21267191569010416_metastatic_1.0_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,42561,149967,0.2454596625434028,1.0,file_training-tumor-tumor_016.tif_reg_0_row_2_patch_6_x_42561_y_149967_tissue_0.2454596625434028_metastatic_1.0_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,43329,149967,0.2689497205946181,1.0,file_training-tumor-tumor_016.tif_reg_0_row_2_patch_7_x_43329_y_149967_tissue_0.2689497205946181_metastatic_1.0_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,44097,149967,0.3616943359375,0.9995354546440972,file_training-tumor-tumor_016.tif_reg_0_row_2_patch_8_x_44097_y_149967_tissue_0.3616943359375_metastatic_0.9995354546440972_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,44865,149967,0.4692806667751736,0.4194878472222222,file_training-tumor-tumor_016.tif_reg_0_row_2_patch_9_x_44865_y_149967_tissue_0.4692806667751736_metastatic_0.4194878472222222_w_768_h_768
training/tumor/tumor_016.tif,training/lesion_annotations/tumor_016.xml,37526,150735,0.3996412489149306,0.2011905246310764,file_training-tumor-tumor_016.tif_reg_0_row_3_patch_0_x_37526_y_150735_tissue_0.3996412489149306_metastatic_0.2011905246310764_w_768_h_768
