wsi file name,xml file name,x,y,Tissue percentage,Percentage of cancerous pixels,Tag of the patch
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,32017,119465,0.6018117268880209,0.20021226671006945,file_training-tumor-tumor_068.tif_reg_0_row_0_patch_0_x_32017_y_119465_tissue_0.6018117268880209_metastatic_0.20021226671006945_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,31609,120233,0.3244645860460069,0.20060899522569445,file_training-tumor-tumor_068.tif_reg_0_row_1_patch_0_x_31609_y_120233_tissue_0.3244645860460069_metastatic_0.20060899522569445_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,32377,120233,0.4076877170138889,0.6748674180772569,file_training-tumor-tumor_068.tif_reg_0_row_1_patch_1_x_32377_y_120233_tissue_0.4076877170138889_metastatic_0.6748674180772569_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,31243,121001,0.2659250895182292,0.2004241943359375,file_training-tumor-tumor_068.tif_reg_0_row_2_patch_0_x_31243_y_121001_tissue_0.2659250895182292_metastatic_0.2004241943359375_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,32011,121001,0.3086581759982639,0.7596910264756944,file_training-tumor-tumor_068.tif_reg_0_row_2_patch_1_x_32011_y_121001_tissue_0.3086581759982639_metastatic_0.7596910264756944_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,32779,121001,0.4387223985460069,0.3216332329644097,file_training-tumor-tumor_068.tif_reg_0_row_2_patch_2_x_32779_y_121001_tissue_0.4387223985460069_metastatic_0.3216332329644097_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,31618,121769,0.3252461751302083,0.20090230305989584,file_training-tumor-tumor_068.tif_reg_0_row_3_patch_0_x_31618_y_121769_tissue_0.3252461751302083_metastatic_0.20090230305989584_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,33696,121832,0.4350399441189236,0.2000817192925347,file_training-tumor-tumor_068.tif_reg_2_row_0_patch_0_x_33696_y_121832_tissue_0.4350399441189236_metastatic_0.2000817192925347_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,33466,122600,0.32489013671875,0.23304578993055555,file_training-tumor-tumor_068.tif_reg_2_row_1_patch_0_x_33466_y_122600_tissue_0.32489013671875_metastatic_0.23304578993055555_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,34234,122600,0.4114125569661458,0.5664503309461806,file_training-tumor-tumor_068.tif_reg_2_row_1_patch_1_x_34234_y_122600_tissue_0.4114125569661458_metastatic_0.5664503309461806_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,33694,121936,0.4473537868923611,0.20095994737413195,file_training-tumor-tumor_068.tif_reg_3_row_0_patch_0_x_33694_y_121936_tissue_0.4473537868923611_metastatic_0.20095994737413195_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,33496,122295,0.3850962320963542,0.20062086317274305,file_training-tumor-tumor_068.tif_reg_5_row_0_patch_0_x_33496_y_122295_tissue_0.3850962320963542_metastatic_0.20062086317274305_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,34264,122295,0.4373101128472222,0.4768812391493056,file_training-tumor-tumor_068.tif_reg_5_row_0_patch_1_x_34264_y_122295_tissue_0.4373101128472222_metastatic_0.4768812391493056_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,33619,123063,0.3804592556423611,0.20098876953125,file_training-tumor-tumor_068.tif_reg_5_row_1_patch_0_x_33619_y_123063_tissue_0.3804592556423611_metastatic_0.20098876953125_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,34387,123063,0.5090925428602431,0.6092376708984375,file_training-tumor-tumor_068.tif_reg_5_row_1_patch_1_x_34387_y_123063_tissue_0.5090925428602431_metastatic_0.6092376708984375_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,33904,123831,0.5205044216579862,0.2003597683376736,file_training-tumor-tumor_068.tif_reg_5_row_2_patch_0_x_33904_y_123831_tissue_0.5205044216579862_metastatic_0.2003597683376736_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,34547,122289,0.5540347629123263,0.2386695014105903,file_training-tumor-tumor_068.tif_reg_6_row_0_patch_0_x_34547_y_122289_tissue_0.5540347629123263_metastatic_0.2386695014105903_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,33678,175980,0.4108649359809028,0.20026652018229166,file_training-tumor-tumor_068.tif_reg_8_row_0_patch_0_x_33678_y_175980_tissue_0.4108649359809028_metastatic_0.20026652018229166_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,34446,175980,0.4058498806423611,0.21654764811197916,file_training-tumor-tumor_068.tif_reg_8_row_0_patch_1_x_34446_y_175980_tissue_0.4058498806423611_metastatic_0.21654764811197916_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,33478,176192,0.4390428331163194,0.2006462944878472,file_training-tumor-tumor_068.tif_reg_9_row_0_patch_0_x_33478_y_176192_tissue_0.4390428331163194_metastatic_0.2006462944878472_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,58415,186252,0.6408267550998263,0.2004055447048611,file_training-tumor-tumor_068.tif_reg_10_row_0_patch_0_x_58415_y_186252_tissue_0.6408267550998263_metastatic_0.2004055447048611_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,57237,187020,0.7538113064236112,0.20018513997395834,file_training-tumor-tumor_068.tif_reg_10_row_1_patch_0_x_57237_y_187020_tissue_0.7538113064236112_metastatic_0.20018513997395834_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,58005,187020,0.7692074245876737,0.5182817247178819,file_training-tumor-tumor_068.tif_reg_10_row_1_patch_1_x_58005_y_187020_tissue_0.7692074245876737_metastatic_0.5182817247178819_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,58773,187020,0.7733086480034722,0.7573089599609375,file_training-tumor-tumor_068.tif_reg_10_row_1_patch_2_x_58773_y_187020_tissue_0.7733086480034722_metastatic_0.7573089599609375_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,59541,187020,0.3844790988498264,0.2966037326388889,file_training-tumor-tumor_068.tif_reg_10_row_1_patch_3_x_59541_y_187020_tissue_0.3844790988498264_metastatic_0.2966037326388889_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,57557,187788,0.7701500786675347,0.20038011338975695,file_training-tumor-tumor_068.tif_reg_10_row_2_patch_0_x_57557_y_187788_tissue_0.7701500786675347_metastatic_0.20038011338975695_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,58325,187788,0.7056121826171875,0.6580759684244791,file_training-tumor-tumor_068.tif_reg_10_row_2_patch_1_x_58325_y_187788_tissue_0.7056121826171875_metastatic_0.6580759684244791_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,59093,187788,0.6133219401041666,0.3998243543836806,file_training-tumor-tumor_068.tif_reg_10_row_2_patch_2_x_59093_y_187788_tissue_0.6133219401041666_metastatic_0.3998243543836806_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,58605,188556,0.8165113661024306,0.20045979817708334,file_training-tumor-tumor_068.tif_reg_10_row_3_patch_0_x_58605_y_188556_tissue_0.8165113661024306_metastatic_0.20045979817708334_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,59373,188556,0.3905147976345486,0.4618021647135417,file_training-tumor-tumor_068.tif_reg_10_row_3_patch_1_x_59373_y_188556_tissue_0.3905147976345486_metastatic_0.4618021647135417_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,59648,187456,0.2471889919704861,0.2193213568793403,file_training-tumor-tumor_068.tif_reg_11_row_0_patch_0_x_59648_y_187456_tissue_0.2471889919704861_metastatic_0.2193213568793403_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,60416,187456,0.3288608127170139,0.23470052083333334,file_training-tumor-tumor_068.tif_reg_11_row_0_patch_1_x_60416_y_187456_tissue_0.3288608127170139_metastatic_0.23470052083333334_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,61184,187456,0.5646480984157987,0.3949500189887153,file_training-tumor-tumor_068.tif_reg_11_row_0_patch_2_x_61184_y_187456_tissue_0.5646480984157987_metastatic_0.3949500189887153_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,61952,187456,0.7144571940104166,0.8256327311197916,file_training-tumor-tumor_068.tif_reg_11_row_0_patch_3_x_61952_y_187456_tissue_0.7144571940104166_metastatic_0.8256327311197916_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,62720,187456,0.7556491427951388,0.9093661838107638,file_training-tumor-tumor_068.tif_reg_11_row_0_patch_4_x_62720_y_187456_tissue_0.7556491427951388_metastatic_0.9093661838107638_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,59902,188224,0.1685604519314236,0.20100911458333334,file_training-tumor-tumor_068.tif_reg_11_row_1_patch_0_x_59902_y_188224_tissue_0.1685604519314236_metastatic_0.20100911458333334_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,60670,188224,0.6386176215277778,0.8651987711588541,file_training-tumor-tumor_068.tif_reg_11_row_1_patch_1_x_60670_y_188224_tissue_0.6386176215277778_metastatic_0.8651987711588541_w_768_h_768
training/tumor/tumor_068.tif,training/lesion_annotations/tumor_068.xml,59869,188992,0.16467115614149305,0.20009358723958334,file_training-tumor-tumor_068.tif_reg_11_row_2_patch_0_x_59869_y_188992_tissue_0.16467115614149305_metastatic_0.20009358723958334_w_768_h_768
