wsi file name,xml file name,x,y,Tissue percentage,Percentage of cancerous pixels,Tag of the patch
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,27461,152307,0.5577363967895508,0.20044231414794922,file_training-tumor-tumor_047.tif_reg_0_row_0_patch_0_x_27461_y_152307_tissue_0.5577363967895508_metastatic_0.20044231414794922_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,26759,153331,0.4244232177734375,0.20045948028564453,file_training-tumor-tumor_047.tif_reg_0_row_1_patch_0_x_26759_y_153331_tissue_0.4244232177734375_metastatic_0.20045948028564453_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,27783,153331,0.8141365051269531,0.8312788009643555,file_training-tumor-tumor_047.tif_reg_0_row_1_patch_1_x_27783_y_153331_tissue_0.8141365051269531_metastatic_0.8312788009643555_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,28807,153331,0.712712287902832,0.34270763397216797,file_training-tumor-tumor_047.tif_reg_0_row_1_patch_2_x_28807_y_153331_tissue_0.712712287902832_metastatic_0.34270763397216797_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,28379,152440,0.6943750381469727,0.24462509155273438,file_training-tumor-tumor_047.tif_reg_1_row_0_patch_0_x_28379_y_152440_tissue_0.6943750381469727_metastatic_0.24462509155273438_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,29403,152440,0.44663238525390625,0.321441650390625,file_training-tumor-tumor_047.tif_reg_1_row_0_patch_1_x_29403_y_152440_tissue_0.44663238525390625_metastatic_0.321441650390625_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,28379,153464,0.6493549346923828,0.2813234329223633,file_training-tumor-tumor_047.tif_reg_1_row_1_patch_0_x_28379_y_153464_tissue_0.6493549346923828_metastatic_0.2813234329223633_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,29403,153464,0.8096208572387695,0.7762184143066406,file_training-tumor-tumor_047.tif_reg_1_row_1_patch_1_x_29403_y_153464_tissue_0.8096208572387695_metastatic_0.7762184143066406_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,30427,153464,0.6952743530273438,0.5171527862548828,file_training-tumor-tumor_047.tif_reg_1_row_1_patch_2_x_30427_y_153464_tissue_0.6952743530273438_metastatic_0.5171527862548828_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,31981,144111,0.31304454803466797,0.2001628875732422,file_training-tumor-tumor_047.tif_reg_2_row_0_patch_0_x_31981_y_144111_tissue_0.31304454803466797_metastatic_0.2001628875732422_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,33005,144111,0.4604644775390625,0.3548002243041992,file_training-tumor-tumor_047.tif_reg_2_row_0_patch_1_x_33005_y_144111_tissue_0.4604644775390625_metastatic_0.3548002243041992_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,30389,145135,0.19348526000976562,0.2003192901611328,file_training-tumor-tumor_047.tif_reg_2_row_1_patch_0_x_30389_y_145135_tissue_0.19348526000976562_metastatic_0.2003192901611328_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,31413,145135,0.8345184326171875,0.8156967163085938,file_training-tumor-tumor_047.tif_reg_2_row_1_patch_1_x_31413_y_145135_tissue_0.8345184326171875_metastatic_0.8156967163085938_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,32437,145135,0.9588241577148438,1.0,file_training-tumor-tumor_047.tif_reg_2_row_1_patch_2_x_32437_y_145135_tissue_0.9588241577148438_metastatic_1.0_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,33461,145135,0.7568960189819336,0.709864616394043,file_training-tumor-tumor_047.tif_reg_2_row_1_patch_3_x_33461_y_145135_tissue_0.7568960189819336_metastatic_0.709864616394043_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,30131,146159,0.3719482421875,0.20046615600585938,file_training-tumor-tumor_047.tif_reg_2_row_2_patch_0_x_30131_y_146159_tissue_0.3719482421875_metastatic_0.20046615600585938_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,31155,146159,0.9469614028930664,0.9774065017700195,file_training-tumor-tumor_047.tif_reg_2_row_2_patch_1_x_31155_y_146159_tissue_0.9469614028930664_metastatic_0.9774065017700195_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,32179,146159,0.9455451965332031,1.0,file_training-tumor-tumor_047.tif_reg_2_row_2_patch_2_x_32179_y_146159_tissue_0.9455451965332031_metastatic_1.0_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,33203,146159,0.9391965866088867,1.0,file_training-tumor-tumor_047.tif_reg_2_row_2_patch_3_x_33203_y_146159_tissue_0.9391965866088867_metastatic_1.0_w_1024_h_1024
training/tumor/tumor_047.tif,training/lesion_annotations/tumor_047.xml,34227,146159,0.6586723327636719,0.5627517700195312,file_training-tumor-tumor_047.tif_reg_2_row_2_patch_4_x_34227_y_146159_tissue_0.6586723327636719_metastatic_0.5627517700195312_w_1024_h_1024
