wsi file name,xml file name,x,y,Tissue percentage,Percentage of cancerous pixels,Tag of the patch
training/tumor/tumor_100.tif,training/lesion_annotations/tumor_100.xml,58320,36055,0.7990102767944336,0.20004558563232422,file_training-tumor-tumor_100.tif_reg_0_row_0_patch_0_x_58320_y_36055_tissue_0.7990102767944336_metastatic_0.20004558563232422_w_1024_h_1024
training/tumor/tumor_100.tif,training/lesion_annotations/tumor_100.xml,57314,37079,0.3997993469238281,0.2001667022705078,file_training-tumor-tumor_100.tif_reg_0_row_1_patch_0_x_57314_y_37079_tissue_0.3997993469238281_metastatic_0.2001667022705078_w_1024_h_1024
training/tumor/tumor_100.tif,training/lesion_annotations/tumor_100.xml,58338,37079,0.8858642578125,0.9726276397705078,file_training-tumor-tumor_100.tif_reg_0_row_1_patch_1_x_58338_y_37079_tissue_0.8858642578125_metastatic_0.9726276397705078_w_1024_h_1024
training/tumor/tumor_100.tif,training/lesion_annotations/tumor_100.xml,59362,37079,0.9033403396606445,0.6162538528442383,file_training-tumor-tumor_100.tif_reg_0_row_1_patch_2_x_59362_y_37079_tissue_0.9033403396606445_metastatic_0.6162538528442383_w_1024_h_1024
training/tumor/tumor_100.tif,training/lesion_annotations/tumor_100.xml,57460,38103,0.5811338424682617,0.2008962631225586,file_training-tumor-tumor_100.tif_reg_0_row_2_patch_0_x_57460_y_38103_tissue_0.5811338424682617_metastatic_0.2008962631225586_w_1024_h_1024
training/tumor/tumor_100.tif,training/lesion_annotations/tumor_100.xml,58484,38103,0.8676967620849609,1.0,file_training-tumor-tumor_100.tif_reg_0_row_2_patch_1_x_58484_y_38103_tissue_0.8676967620849609_metastatic_1.0_w_1024_h_1024
training/tumor/tumor_100.tif,training/lesion_annotations/tumor_100.xml,59508,38103,0.8889932632446289,0.6622505187988281,file_training-tumor-tumor_100.tif_reg_0_row_2_patch_2_x_59508_y_38103_tissue_0.8889932632446289_metastatic_0.6622505187988281_w_1024_h_1024
training/tumor/tumor_100.tif,training/lesion_annotations/tumor_100.xml,57304,39127,0.5174322128295898,0.20018768310546875,file_training-tumor-tumor_100.tif_reg_0_row_3_patch_0_x_57304_y_39127_tissue_0.5174322128295898_metastatic_0.20018768310546875_w_1024_h_1024
training/tumor/tumor_100.tif,training/lesion_annotations/tumor_100.xml,58328,39127,0.6594715118408203,0.8320226669311523,file_training-tumor-tumor_100.tif_reg_0_row_3_patch_1_x_58328_y_39127_tissue_0.6594715118408203_metastatic_0.8320226669311523_w_1024_h_1024
training/tumor/tumor_100.tif,training/lesion_annotations/tumor_100.xml,59352,39127,0.6751871109008789,0.39797306060791016,file_training-tumor-tumor_100.tif_reg_0_row_3_patch_2_x_59352_y_39127_tissue_0.6751871109008789_metastatic_0.39797306060791016_w_1024_h_1024
