wsi file name,xml file name,x,y,Tissue percentage,Percentage of cancerous pixels,Tag of the patch
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,48787,101885,0.8594017028808594,0.2000131607055664,file_training-tumor-tumor_039.tif_reg_0_row_0_patch_0_x_48787_y_101885_tissue_0.8594017028808594_metastatic_0.2000131607055664_w_1024_h_1024
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,49811,101885,0.8160610198974609,0.20339584350585938,file_training-tumor-tumor_039.tif_reg_0_row_0_patch_1_x_49811_y_101885_tissue_0.8160610198974609_metastatic_0.20339584350585938_w_1024_h_1024
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,47228,102909,0.8391046524047852,0.20077228546142578,file_training-tumor-tumor_039.tif_reg_0_row_1_patch_0_x_47228_y_102909_tissue_0.8391046524047852_metastatic_0.20077228546142578_w_1024_h_1024
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,48252,102909,0.8431949615478516,1.0,file_training-tumor-tumor_039.tif_reg_0_row_1_patch_1_x_48252_y_102909_tissue_0.8431949615478516_metastatic_1.0_w_1024_h_1024
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,49276,102909,0.8354425430297852,1.0,file_training-tumor-tumor_039.tif_reg_0_row_1_patch_2_x_49276_y_102909_tissue_0.8354425430297852_metastatic_1.0_w_1024_h_1024
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,50300,102909,0.8627223968505859,0.9941349029541016,file_training-tumor-tumor_039.tif_reg_0_row_1_patch_3_x_50300_y_102909_tissue_0.8627223968505859_metastatic_0.9941349029541016_w_1024_h_1024
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,51324,102909,0.8801784515380859,0.9874992370605469,file_training-tumor-tumor_039.tif_reg_0_row_1_patch_4_x_51324_y_102909_tissue_0.8801784515380859_metastatic_0.9874992370605469_w_1024_h_1024
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,52348,102909,0.9033679962158203,0.8252553939819336,file_training-tumor-tumor_039.tif_reg_0_row_1_patch_5_x_52348_y_102909_tissue_0.9033679962158203_metastatic_0.8252553939819336_w_1024_h_1024
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,53372,102909,0.8996152877807617,0.4779233932495117,file_training-tumor-tumor_039.tif_reg_0_row_1_patch_6_x_53372_y_102909_tissue_0.8996152877807617_metastatic_0.4779233932495117_w_1024_h_1024
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,54396,102909,0.8935775756835938,0.3336982727050781,file_training-tumor-tumor_039.tif_reg_0_row_1_patch_7_x_54396_y_102909_tissue_0.8935775756835938_metastatic_0.3336982727050781_w_1024_h_1024
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,46272,103933,0.8681917190551758,0.20047473907470703,file_training-tumor-tumor_039.tif_reg_0_row_2_patch_0_x_46272_y_103933_tissue_0.8681917190551758_metastatic_0.20047473907470703_w_1024_h_1024
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,47296,103933,0.8849411010742188,0.8209123611450195,file_training-tumor-tumor_039.tif_reg_0_row_2_patch_1_x_47296_y_103933_tissue_0.8849411010742188_metastatic_0.8209123611450195_w_1024_h_1024
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,48320,103933,0.8316068649291992,1.0,file_training-tumor-tumor_039.tif_reg_0_row_2_patch_2_x_48320_y_103933_tissue_0.8316068649291992_metastatic_1.0_w_1024_h_1024
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,49344,103933,0.835078239440918,1.0,file_training-tumor-tumor_039.tif_reg_0_row_2_patch_3_x_49344_y_103933_tissue_0.835078239440918_metastatic_1.0_w_1024_h_1024
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,50368,103933,0.8267860412597656,1.0,file_training-tumor-tumor_039.tif_reg_0_row_2_patch_4_x_50368_y_103933_tissue_0.8267860412597656_metastatic_1.0_w_1024_h_1024
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,51392,103933,0.9095478057861328,1.0,file_training-tumor-tumor_039.tif_reg_0_row_2_patch_5_x_51392_y_103933_tissue_0.9095478057861328_metastatic_1.0_w_1024_h_1024
training/tumor/tumor_039.tif,training/lesion_annotations/tumor_039.xml,52416,103933,0.8828697204589844,1.0,file_training-tumor-tumor_039.tif_reg_0_row_2_patch_6_x_52416_y_103933_tissue_0.8828697204589844_metastatic_1.0_w_1024_h_1024
