training/normal/normal_022.tif,normal,
training/tumor/tumor_029.tif,tumor,training/lesion_annotations/tumor_029.xml
training/normal/normal_069.tif,normal,
training/tumor/tumor_060.tif,tumor,training/lesion_annotations/tumor_060.xml
training/normal/normal_080.tif,normal,
training/normal/normal_007.tif,normal,
training/tumor/tumor_003.tif,tumor,training/lesion_annotations/tumor_003.xml
training/tumor/tumor_037.tif,tumor,training/lesion_annotations/tumor_037.xml
training/tumor/tumor_002.tif,tumor,training/lesion_annotations/tumor_002.xml
training/normal/normal_111.tif,normal,
training/normal/normal_143.tif,normal,
training/tumor/tumor_053.tif,tumor,training/lesion_annotations/tumor_053.xml
training/normal/normal_088.tif,normal,
training/normal/normal_001.tif,normal,
training/tumor/tumor_095.tif,tumor,training/lesion_annotations/tumor_095.xml
training/tumor/tumor_047.tif,tumor,training/lesion_annotations/tumor_047.xml
training/normal/normal_094.tif,normal,
training/normal/normal_058.tif,normal,
training/normal/normal_123.tif,normal,
training/normal/normal_024.tif,normal,
training/normal/normal_048.tif,normal,
training/normal/normal_107.tif,normal,
training/normal/normal_060.tif,normal,
training/normal/normal_043.tif,normal,
training/normal/normal_029.tif,normal,
training/normal/normal_117.tif,normal,
training/tumor/tumor_070.tif,tumor,training/lesion_annotations/tumor_070.xml
training/tumor/tumor_050.tif,tumor,training/lesion_annotations/tumor_050.xml
training/normal/normal_159.tif,normal,
training/normal/normal_041.tif,normal,
training/normal/normal_116.tif,normal,
training/normal/normal_132.tif,normal,
training/tumor/tumor_079.tif,tumor,training/lesion_annotations/tumor_079.xml
training/normal/normal_025.tif,normal,
training/normal/normal_070.tif,normal,
training/tumor/tumor_023.tif,tumor,training/lesion_annotations/tumor_023.xml
training/tumor/tumor_027.tif,tumor,training/lesion_annotations/tumor_027.xml
training/tumor/tumor_012.tif,tumor,training/lesion_annotations/tumor_012.xml
training/normal/normal_134.tif,normal,
training/normal/normal_113.tif,normal,
training/tumor/tumor_017.tif,tumor,training/lesion_annotations/tumor_017.xml
training/normal/normal_049.tif,normal,
training/tumor/tumor_021.tif,tumor,training/lesion_annotations/tumor_021.xml
training/normal/normal_153.tif,normal,
training/normal/normal_160.tif,normal,
training/normal/normal_068.tif,normal,
training/tumor/tumor_106.tif,tumor,training/lesion_annotations/tumor_106.xml
training/tumor/tumor_105.tif,tumor,training/lesion_annotations/tumor_105.xml
training/normal/normal_139.tif,normal,
training/normal/normal_055.tif,normal,
training/tumor/tumor_039.tif,tumor,training/lesion_annotations/tumor_039.xml
training/tumor/tumor_090.tif,tumor,training/lesion_annotations/tumor_090.xml
training/tumor/tumor_054.tif,tumor,training/lesion_annotations/tumor_054.xml
training/normal/normal_031.tif,normal,
training/tumor/tumor_020.tif,tumor,training/lesion_annotations/tumor_020.xml
training/tumor/tumor_076.tif,tumor,training/lesion_annotations/tumor_076.xml
training/tumor/tumor_001.tif,tumor,training/lesion_annotations/tumor_001.xml
training/tumor/tumor_032.tif,tumor,training/lesion_annotations/tumor_032.xml
training/tumor/tumor_019.tif,tumor,training/lesion_annotations/tumor_019.xml
training/normal/normal_057.tif,normal,
training/tumor/tumor_093.tif,tumor,training/lesion_annotations/tumor_093.xml
training/normal/normal_072.tif,normal,
training/normal/normal_059.tif,normal,
training/normal/normal_141.tif,normal,
training/normal/normal_008.tif,normal,
training/tumor/tumor_096.tif,tumor,training/lesion_annotations/tumor_096.xml
training/normal/normal_066.tif,normal,
training/normal/normal_092.tif,normal,
training/tumor/tumor_099.tif,tumor,training/lesion_annotations/tumor_099.xml
training/normal/normal_103.tif,normal,
training/tumor/tumor_064.tif,tumor,training/lesion_annotations/tumor_064.xml
training/normal/normal_152.tif,normal,
training/tumor/tumor_063.tif,tumor,training/lesion_annotations/tumor_063.xml
training/normal/normal_067.tif,normal,
training/tumor/tumor_006.tif,tumor,training/lesion_annotations/tumor_006.xml
training/tumor/tumor_077.tif,tumor,training/lesion_annotations/tumor_077.xml
training/tumor/tumor_011.tif,tumor,training/lesion_annotations/tumor_011.xml
training/normal/normal_082.tif,normal,
training/normal/normal_079.tif,normal,
training/tumor/tumor_009.tif,tumor,training/lesion_annotations/tumor_009.xml
training/normal/normal_023.tif,normal,
training/tumor/tumor_041.tif,tumor,training/lesion_annotations/tumor_041.xml
training/tumor/tumor_104.tif,tumor,training/lesion_annotations/tumor_104.xml
training/tumor/tumor_082.tif,tumor,training/lesion_annotations/tumor_082.xml
training/tumor/tumor_005.tif,tumor,training/lesion_annotations/tumor_005.xml
training/tumor/tumor_080.tif,tumor,training/lesion_annotations/tumor_080.xml
training/normal/normal_095.tif,normal,
training/normal/normal_021.tif,normal,
training/tumor/tumor_111.tif,tumor,training/lesion_annotations/tumor_111.xml
training/normal/normal_140.tif,normal,
training/tumor/tumor_015.tif,tumor,training/lesion_annotations/tumor_015.xml
training/normal/normal_084.tif,normal,
training/tumor/tumor_067.tif,tumor,training/lesion_annotations/tumor_067.xml
training/normal/normal_003.tif,normal,
training/normal/normal_150.tif,normal,
training/tumor/tumor_030.tif,tumor,training/lesion_annotations/tumor_030.xml
training/normal/normal_016.tif,normal,
training/tumor/tumor_036.tif,tumor,training/lesion_annotations/tumor_036.xml
training/tumor/tumor_052.tif,tumor,training/lesion_annotations/tumor_052.xml
training/normal/normal_149.tif,normal,
training/tumor/tumor_025.tif,tumor,training/lesion_annotations/tumor_025.xml
training/tumor/tumor_008.tif,tumor,training/lesion_annotations/tumor_008.xml
training/normal/normal_093.tif,normal,
training/normal/normal_121.tif,normal,
training/normal/normal_033.tif,normal,
training/tumor/tumor_040.tif,tumor,training/lesion_annotations/tumor_040.xml
training/tumor/tumor_016.tif,tumor,training/lesion_annotations/tumor_016.xml
training/tumor/tumor_100.tif,tumor,training/lesion_annotations/tumor_100.xml
training/normal/normal_098.tif,normal,
